"","sample1","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9","sample10","sample11","sample12","sample13","sample14","sample15","sample16","sample17","sample18","sample19","sample20","sample21","sample22","sample23","sample24","sample25","sample26","sample27","sample28","sample29","sample30","sample31","sample32","sample33","sample34","sample35","sample36","sample37","sample38","sample39","sample40","sample41","sample42","sample43","sample44","sample45","sample46","sample47","sample48","sample49","sample50","sample51","sample52","sample53","sample54","sample55","sample56","sample57"
"Zfp280c",0,2,23,1,143,0,235.6769,13.49974,0,15.607900827302,0,0,0,2,0,2.12882,0,0,0,0,48,0,162,34.000008,123.999996,0,0,0,0,0,0,0,0,0,20.0000428,5,2,32.9957,50,5,0,4.88727,1,0,1,443,0,327.85878,4,0,13,0,20,193.46,1,1,0
"Zfp280d",2,0,52.6703,130.145162,7.67579105181,1.83127,172.37056834,0,273.9999153131,0,2.000002,77.8807,2.999998,11.964,1,1,1,8,5,232,4147.0026,31.83925,2.93956,0,9.93383,94.5114,1.65945,69.7629,0,34,1.43006,1,13.69502,74.08035,1.36671,0,74,26.94684,0,104.73221,2,55.91774,0,6.36007,0,0,0,2,23.08586,14,0,0,150.12165,0,3,37.99998,155.24609
"Zfp281",0,0,0,11,94,0,12,105,335.9999,12,0,7,0,0,1,632,28.99998,0,0,61,0,2.000004,1,102,157.0002,33.99995,144,1,1,0,0,2.000005,6,17.00004,2.000003,0,0,0,1,25.00005,0,0,272,1,28.99998,0,1.999998,1,0,29.99997,0,28.99997,475,152.9998,1,1,1
"Zfp282",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,49,0,1,0,0,0,1,0,0,0,143,0,0,0,46,0,0,0,0,0,0,0,0,0,0
"Zfp286",0,0,0,0,0,0,8,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"Zfp287",0,0,20.0037,6.01337,24.4462,0,1.09785,9.57591,0,133.963,4.27775,3.52057,0,5.65635,0,0,0,45.2366,1.34083,1.36448,0,0,29.8124,13.2306,17.0424,9.02483,10.7434,32.369,0,0,0,57.6373,1.18559,0,25.5399,1.1775,11.0193,3.79919,10.6125,23.6644,8.57411,12.0322,16.6236,1.23712,5.0537,4.855,22.2609,14.8928,14.0248,2.61892,10.3654,2.38499,21.2803,0,0,10.2859,16.2472
"Zfp292",16.9999692,818.99978,1.0000002,129.00004,22.00002,0,172.99953,91.000004,164,124.999995,240,0.9999996,2.0000026,10.999989,0.99999982,6.9999952,363.00021,1004.99921,10.999982,79.999991,1.0000004,152.99962,62.999993,123.99983,227.00043,25.99996,46.000041,1106.0021,6.000001,167.00031,1.00000047,14.0000175,34.000028,177.00024,204,3.0000041,571.99972,496.00007,32.999975,221.9996,5.9999995,0.99999962,2.0000046,2.9999997,10.999973,1.00000046,379.00029,346.99978,469.000000056085,89.000015,20.000012,2.0000023,346.00013,364.00029,33.00002,307.00049,239.00019
"Zfp296",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zfp3",0,0,0,48,0,0,0,95,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zfp30",2,0,0,4,9,0,0,1,0,0,0,1.01819,0,0,1,0,0,6.12114,0,0,0,0,291,0,0,0,0,0,0,0,0,0,0,12.271,171,0,0,0,0,0,1,4,1,0,0,89,0,0,0,21,0,1,0,80,0,0,22.99998
"Zfp300",0,2.08649,14.5335,12.1818,6.474,3.41601,0,2.12076,0,31.4549,8.0745,1.04254,0,1.04676,5.06874,15.7702,4.28935,19.239,1,0,1.88272,0,24.0953,8.23006,6.66399,1.01297,6.48852,28.1939,11.7713,2.16409,0,4.58841,2.15516,3.09404,0,0,1.00198,0,7.44556,4.65602,21.6356,1.01766,0,0,8.09345,1.19795,11.1514,5.65626,3.58182,9.8969,0,1.08681,8.3254,0,0,0,1.10233
"Zfp316",18.9166,6.61606,27.6443,15.3989,5.33187,3.37429,5.71324,12.2987,4.39911,50.1403,21.7081,4.33197,1.06555,21.9683,27.6878,46.5639,7.05549,31.43382,2.03037,19.7587,1.21362,4.8922,8.82405,19.7779,18.6983,2.60169,8.04467,32.1193,0,157.285,0,22.7517,9.09695,6.91098,14.8392,1.67329,5.74558,39.7767,10.4892,7.0148,59.5704,8.77276,8.58818,24.7576,21.2631,18.7071,90.7509,26.0699,32.0289,25.7557,14.2507,18.2866,9.52577,0,10.8149,33.3939,12.856
"Zfp317",0,0,0,0,0,0,0,0,1,2,1,1,1138,57,0,0,1,88,0,1,1,0,0,0,0,0,0,0,0,0,0,1,91,23,25,0,0,0,31,41,0,0,0,0,0,0,0,35,0,19,0,0,0,0,1,1,0
"Zfp318",19.4829,2,0,0,0,0,110,58,0,0,219,9,2,1,0,0,0,0,0,2,50.6576,0,0,188.6296,28,5.28687,0,0,1,9,1,2,0,0,1.11188,0,0,1,39,0,3.629,0,1,9,55,0,162,465,0,3.33004,0,0,11,0,12,5.57898,2
"Zfp319",0,0,0,0,146,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,29
"Zfp322a",313,3,10.00788,53.06872,42.6578,2.51246,44.4697,19.99976,3,2.050943,2.06111,27.5877,2.1564,7.12431,8.3771,0,12.494,1115.985,14,1,1245.00127,69.873498,4.24112,45.6702314,6.33151,6.36687,15.602,145.7075,1659.56,198.13,1,7.06239,18.25971,101,23.353195,294.0705,14.9452,15.4348,11.6695,301.4257,1.06136,1,5.02926,69.30005,20.1514,0,32.8481,64.9476,16.3731,151.727,8.2356,15.3069,82.38302,120.96013,10.345,2.1595,104.64175
"Zfp324",1,0,0,0.48747,0.24153,0,0,0.916143,0,0.214015,0,0,0,0.683053,0,0.737119,0,0,0,0.229738,0.222361,0.239922,0,244,0.714659,0.198425,0.244551,0,0.22394,0,0,0,0.224894,0.224357,0.206636,0,0,3,0.869132,0.665761,0.204481,0,16.087,0.22474,0.46062,0,0.828465,0.21807,1.1131,0,82,97.2995,0.209495,0,0.222008,0,0
"Zfp326",7,107.913,1,37.7284,0,327,4.46102,2.34755,40,130.011,0,1,17.11276,149.557,0,1,0,68.1374,0,0,0,155,0,173.0003,76,0,0,6,1,100.00001,0,0,85.6411,76,2,0,1,1,22.4957,2.71805,0,2.25241,82.8291,46.0066,0,0,1.9999956,201.882,24.69603,0,21.72321,0,38.2001,147,1,2.25241,7
"Zfp329",4.2843,9.40208,1.05437,11.7399,5.76633,79.1928,135.366,45.64774,513.883,4.63242,5.84212,1.06159,3.03589,5.35242,13.36903,8.25654,400.412,93.6677,4.25928,4.39195,3.62693,2.028382,2.30045,24.42369,33.65637,2.63705,10.92805,6.36125,8.5434,48.9965,5.01337,11.01537,264.72544,12.465,89.8348,5.44037,5.070693,14.71856,1.778325,146.305,28.34638,8.97966,62.5511,5.04461,3.21893,3.52479,10.03849,11.9376,32.61161,21.70764,3.04263,4.49766,121.7228,1.02801,11.99151,80.9538,0
"Zfp330",3,4,0,0,189,2,15,181.238,12,6,0,0,56,34.9399,2,6,1217.49,327.611,2,1,6,0,2,85,9,5,343,160.069,5,3,0,0,89.7025,381.038,3,119.328,8,1,5,82.905,0,546.678,1.88509,387,2,3,1,16,42.9506,3,71.6278,2,420.034,29,1127,1,45
"Zfp334",0,0,2.20343,0,5.08281,1.3404,0,3.1589,2,34,2.18427,9.00386,0,1.00232,0,4,3.12401,770.479,0,1.03731,0,4,2.16864,625.892,10.3155,8.76432,3.12311,2.02144,5.09894,2.06577,1298.67,18.4026,2.2267,6.38961,2.10703,0,6.86601,0,3.15702,4,15.1647,1.02216,1.06173,3.16105,3.11611,3.2523,4.11412,1016.5,0,33.482,0,3.04345,0,4.44987,3,2.27111,3.00345
"Zfp335",0,1.88783e-08,0,0,0,0,0,0,1.16055e-07,0,0,6.35153e-08,0,0,0,0,0,0,0,4.4075e-08,0,0,0,0,0,0,1.45793e-07,3.4251e-07,1.3593e-08,0,0,0,0,1.25218e-07,3.39888e-07,0,0,0,1.56124e-08,0,0,0,0,1.47039e-08,0,0,1.60485e-08,0,0,0,3.34516e-06,0,0,120.987,1.15677e-08,0,2.40551e-07
"Zfp341",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"Zfp345",6.72464,2.44888,17.1192,16.6216,12.95,9.85699,1.01049,6.91969,2.00409,13.0609,2.0748,7.05245,0,9.12679,0,0,1.09862,7.40425,2.6031,67.3881,0,3.17555,9.06513,0.669786,5.98976,2.62336,45.5999,0,0,6.77792,0,10.2637,7.43119,1.15341,6.22346,0,5.50654,10.48,5.07664,4.02607,35.2565,0,3.69438,9.96718,7.9965,2.97047,13.3452,10.9938,21.2253,11.1021,2.07151,2.44851,6.19998,2.61458,10.2428,11.0832,3.02328
"Zfp346",0,0,0,112.4410617293,0,0,0,2.01722,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,6.47532,7,0,588.245,0,0,0,0,2,1,0,1,0,0,0,0,1,0,0,0,0,1.00805,0,94,0,0
"Zfp35",0,0,0,207,0,0,6,2,1,0,19,0,0,13,0,0,0,1,1,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,7,0,4,2,0,165,0,1,1,251,0,0,1,0,37,0,0
"Zfp352",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zfp354a",1,0,0,8,2,0,68.00001,187.0002,2,11,0,0,0,9,0,1,0,12,1,0,1,1,0,0,6,0,1,1,1,0,1,0,201.0002,4,2,0,4,1,4,1.44837,1,117,0,0,1,1,1,9,18,1,12,3,34.45417,10.6883,0,0,3
"Zfp354b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.1268,0,0,0
"Zfp354c",0,0,1,55,0,0,0,0,0,0,0,1,0,41,0,0,0,0,0,0,0,0,0,1,0,4.21937,0,0,0,0,0,0,0,0,0,0,0,1,0,19,0,52,110,0,0,0,0,0,0,8.16084,56,0,145.374,95,1,0,0
"Zfp358",0,0,0,2,0,0,0,14,0,1,1,0,856,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,540,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,17,0,0,0,0,0,100,2,1,0,0
"Zfp36",0,0,0,79,0,1,0,0,0,0,0,0,0,262,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,16,0,0,0,0,0,3,0,0,0,52,6,2,0,0,89,0,0,1,4,0,62,0,16
"Zfp362",0,0,0,0,0,0,18,0,1,72,7,0,0,4,0,0,0,26,0,0,0,0,0,27,0,0,0,1,1,0,1,253.9999,0,0,0,0,0,0,0,27,5,1,7,0,0,0,14,1,31,0,0,1,0,0,0,0,6
"Zfp365",0,0,0,60.7675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zfp366",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zfp367",1,3,583,393.834,3,0,56,183,248,188,4,88,1,319,1,1113,134,7,6,2801,467,7,392,2,84,0,2,176,2474,60,9,2,222,518,68,0,4,311,82,289,0,2,315,95,2,5.70053,698,249,447,454.99958,75,5,854,426,553,33,0
"Zfp369",21,0,0,30,0,0,0,8,0,1,1,0,31.6976,0,0,0,0,0,1,32,0,3,0,0,0,31,0,58,724,0,0,0,0,43.00003,2,0,1,1,2,0,0,0,0,95,1.83096,1,1,0,0,0,5,0,67,0,0,0,23
"Zfp36l1",0,167,1,43,6,8,6,36,3,60,2,1,981,5,0,54,3,349,2,2,114,1,0,92,33,0,58,99,26,0,3.000005,394,192,159,31,1,11,68,125,76,49.00004,0,132,30,7,50,523,232,85,44,189,1,310,10,2,29,43
"Zfp36l2",0,0,0,1,0,0,192,0,70,1,0,0,0,90,0,0,1,0,1,0,0,0,0,0,114,0,0,23,0,0,0,1,4,275,283,29,0,5,0,9,1,2,54,0,0,0,1,0,1,71,0,0,3,7,2,0,21
"Zfp36l3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zfp37",6.04183,0,8.3152,22.8926,0,0,3,216.397,0,1,0,14.6271,0,0,0,0,0,2.40807,0,6.92538,4,0,0,0,97.9729,1.97404,0,23,3,0,0,1.18076,0,0,18.3387,7.55213,1.01707,2.06482,0,4.49834,0,0,2.24297,0,0,0,10.9703,6.58561,131.666,240,0,23,97.2674,4.11712,0,0,5.04552
"Zfp382",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0
"Zfp383",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,15,1,0,1,1
"Zfp384",1,0,0,23,0,0,93.99996269,0,1.999996956,0,0,10,1,0,0,0,129,1,0,0,0.999999963,0,0,0,0,0,0,0,0,0,0,61,0,5,0,0,0,0,0,7.00000203,1,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,14.99996458
"Zfp385a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,90,0,0,5,1,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0
"Zfp385b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0000000426,0,0,0,0,0,0,0,0,0,0,0,0,0.99999987142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zfp385c",6.82512,0,1.09152,7.9573,1.15594,1.22145,0,1.07889,0,1.13424,32.6975,0,1.00322,1.51548,0,10.1027,0,3.77594,0,2.89446,1.28401,0,2.21866,0,0,1.88299,17.3301,0,39.2749,2.92059,0,17.088,0,0,0,0,13.5703,2.35777,0,3.2633,1.47891,0,1.03798,0,7.00359,0,0,19.0058,10.122,0,0,1.07627,6.36918,0,1.05454,3.49311,2.07565
"Zfp386",0,0,0,0,409.00869,0,0,1,0,0,1,2.12858,1,342,0,1,2.10744,0,1,0,0,1,20,0,163,109,0,48,0,0,0,1,2,0,1,1,2,1,2.190128,0,1317,0,1,0,0,0,1,0,0,1,0,0,419.0001,356.0001,1.999995,0,3.22999
"Zfp39",0,0,0,0,1.00477,2.00246,0,1.0011,21.9168,1.30362,0,0,0,2.0058,0,18.0338,1.00066,3.0035,0,0,0,3.00567,0,13.1325,0,3.00791,0,3.01377,0,0,0,0,3.01348,2.00197,14.1625,3.00247,2.00296,0,2.00348,6.20679,4378.31,3.00493,0,0,1.07693,0,0,6.49149,0,0,0,0,4.06507,0,0,2.00229,0
"Zfp395",9.16953,3.31632,12.2809,0,73.0732,0,0,2.42322,39.9079,2.52765,0,0,1.00981,32.171,0,0,0,0,0,0,0,0,111.884,256.751,92.9472,0,1.00497,0,1.72246,3.19631,0,12.0243,0,30.0365,0,1.03718,1.0805,0,1.09792,0,1.01102,0,1.01849,2.18012,2.08863,3.29638,0,83.8001,12.9918,8.15009,0,10.0948,81.8028,3.00951,1.0246,0,1.61751
"Zfp397",0,37.5922,0,18.5456,4.17022,0,53.5544,1.02212,2.0361,5.67009,4.15305,58.9637,2050.94,7.15729,3.60462,0,0,0,0,0,0,0,2.21246,182.776,27.5898,0,3.13422,16.7072,2.10786,6.30527,0,0,32.1953,0,503.554,0,4.31856,0,5.23846,85.912,3.08748,0,1.02404,5.45997,2.09505,0,1.04169,27.1499,18.5963,2.0886,1.04021,1.03926,0,2.04542,1.03334,54.3299,42.98
"Zfp398",0,0,0,0,0,0,0,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zfp40",0,0,0,0,1,1.00000035,0,0,0.999999621,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,3,0,0,0,0,0,1,0,17.08156,18.52135,0,0,0,0,0,0,0,0,0,0,0,0,0,15.4341,0,0,0,5,0,3,0,0,0
"Zfp407",34,0,0,0,0,0,22,66,0,2,0,0,0,88,1,234,0,45,1,0,0,17,0,0,0,1,1,6,2,0,0,0,6,0,1,0,1244,0,3,25,2,0,1,0,2,0,0,9,0,0,0,0,183,0,1,0,0
"Zfp408",0,2.03865,0,3.1579,1.11082,0,0,9.58789,0,0,1.03305,0,0,0,0,27.3841,0,14.3486,0,0,0,0,0,7.11733724567,13.9861,9.55997,1.13093,9.96287,4.0108,2.14061,0,0,0,0,27.1643,0,3.31233,1.41476,0,4.51113,0,0,0,0,0,7.51595,8.2041,20.64424,0,0,4.59704,49.5403,2.66716,2.26777,0,74.4185,0
"Zfp41",4,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,50,0,0,0,0,15.9999925,13,0,0,0
"Zfp410",0,1,0,67,343,0,22,19,2,2,1,3,2930,15,2,5,0,59,1,1,1,0,0,176,0,0,0,0,1,0,1,3,39,294,2,0,1,0,12,3,28,0,2,121,1,2,3,293,3,112,0,1,3,0,5,0,78
"Zfp414",0,0,274.4353,0,7.1866151313,0,103.36,156.81655,0,1,0,0,81.2276,0,0,0,395,42,1,0,0,0,1,1.53492186755,50,0,0,62.6883077052,1,1,0,0,0,5.25352,0,0,899,0,1,0,1,0,270,1,0,1,0,231.742,21.3713128941,0,19.9938464316,0,9.94935,0,199.659182669,0,47
"Zfp418",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"Zfp42",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0
"Zfp420",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,299.9996,0,0,0
"Zfp422",5.55228,23.1274,703.26249,40.89625,36.54,24.0827,19.4909,163.5691,593.7875,9.23137,5,255.4345,164.00423,19.197,208.9646,2.10495,831.857,44.933,3.06683,34.0936,8.65166,3.0000000598089,19.7542,206.8931,129.2181,14.1443,11.4201,3.16957,178.432,292.847,79.06463,93.2077,363.1643,189.886,35.2459,11.3005,12.1801,88.6577,245.076,160.1469,97.4834,42.3491,40.35789,21.4589,12.3459,2.03483,531.629,21.0113,590.295,147.43,132.473,0,50.22004,59.2976,34.16898,31.4852,104.9313
"Zfp423",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
"Zfp426",0,4.21859,0,85.43718165,4.82863,0,0,9.35254,1.00213,0,3.12266,4.57763,1.16148,86.8484,1.75075,0,0,2.55851,1.00129,0,0,0,11.6428,2.9999998616,1.42097,66.90787,2.61561,3.20369,41.00136,6.071,0,0,0,10.2143,19.2313037558,0,1,21.4779,0,58.01744,3.01964,0,9.50769,0,3.27932,0,5.58842,33.0467,1,1.05028,3.00348,0,0,2.00883,45.573,0,1.01905
"Zfp428",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14,0,7,0,8,0,2,0,0,0
"Zfp429",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,33.9061,0,0,0,0,0,0,0,0,0
"Zfp433",1,1,0,9.67897,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,18,0,0,10.3584,2,0,0,292,1,1,0,0,0,0,3,0,0,0,127.955,47,1,0,2,0,0,0,0,0,0,0,0,0,0,0,10.0433,0,0
"Zfp438",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,273,1,1,0,3,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zfp442",0,0,0,11.3373,8.7638,0,0,3.01912,0,8,0,3,16.7842,0,0,0,0,0,0,0,0,0,2,71.103786,48.9666,0,24.1863,5.06941,0,0,1,0,0,4.38082,0,0,1.03653,2.07126,0,10.5637,0,0,11.3155,0,0,0,0,0,0,0,47.3342,0,1.06099,2.87111,0,30,0
"Zfp444",16.085,10.2001,3.89559,13.2329,14.2842,4.65862,3.39535,9.68775,11.1695,10.6589,33.5111,5.36053,7.25779,11.5269,7.30943,7.51986,4.66148,3.4445,10.7691,9.11694,7.57201,15.1371,8.4986,6.4414,6.49854,2.80479,10.7068,121.3922,22.4806,11.9258,7.17873,13.4805,4.45296,79.49235,5.81989,8.10528,29.8153,6.19041,8.40563,6.40522,293.4363,6.5955,8.54404,11.7471,9.19992,15.0072,9.69266,9.16016,29.2648,4.69511,78.5904,7.3979,24.2935,10.0208,13.1425,2.26701,3.87405
"Zfp445",1,0,0,3,0,0,0,0,0,1,0,7,0,1,0,0,9,0,0,0,0,0,1,0,2,0,0,81,0,9,0,0,100,36,0,0,0,0,84,0,0,0,6,170,0,0,0,1,55,0,0,0,2,0,651,3,0
"Zfp446",1.44692,1.15283,6.16812,1.02573,0,0,0,3.6204,12.2119,7.00015,0,0,0,0,3.20918,1,0.893357,7.25126,0,4.0305,0,1,0,174.176,47.5081,0,6.1242,1.29195,1.02795,2.0083,0,0,1.02137,0,1.36746,1,0,0,1.08574,2.03623,4.04389,0,12.1369,1.4506,1.27938,1,1.05711,0,1.13592,2.39063,0,0,4.07546,0,1.0056,0,0
"Zfp449",21.1886,17.1763,1.00036,0,3.02138,0,35.0378,126.238,2.00114,9.03145,4.00299,3.00539,1.00116,14.1583,0,27.5895,2.00087,3.00457,1.00043,12.0917,0,0,1.00156,6.12458,2.0493,0,1.0025,0,1.00068,6.01753,0,0,0,29.0568,7.04468,0,0,1.90168,0,2.00331,8.01309,1.12586,7.02743,358.16,0,0,1.07263,0,11.0301,9.68445,0,5.01596,63.0581,83.0631,0,1.00318,1.00166
"Zfp451",720.174,2.05093,779.683707,11.2556,348.156,1.07936,133.378,128.224,2.62483,1106.13,262.701,11.511,3.0002,10.4896,1.44984,22.391,9.06665,18.5347,1.00111,58.6332,913.472,1.01424,18.2452,8.55328,171.623,4.67359,19.2203,52.7019,223.064,11.8151,1,34.7403,10.2842,15.5082,49.583,7.57934,19.4752,614.955,15.7322,41.19,16.6871,477.617,1.05971,11.1218,73.0087,5.05177,180.446,13.3558,5.52703,43.9271,2.09564,2.10825,78.8093,23.519,251.673,55.5162,17.0912
"Zfp454",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zfp455",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5903,0,0,0,0,0,0,0,0,0
"Zfp456",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260.535,0,0,0,0,0,0,0,0,0
"Zfp457",21.6398,39.4827,0,9.68396,1.61309,0,4.99927,3.23608,0,5.11675,14.6803,1.57318,2.44236,9.92991,2.81641,4.18042,0,1.16629,0,38.1953,33.6525,28.8103,3.8486,21.509,0.634898,7.21287,7.4742,0,1.91519,3.45835,1,0,8.53519,3.94278,14.8871,80.7498,4.33037,58.3111,11.3858,2.17712,7.81606,14.6268,9.59006,0,3.68636,0,27.4777,6.91835,0,11.2836,2.58034,0,0,5.3597,2.41328,9.5447,4.73792
"Zfp458",0,0,0,0,0,0,180.865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,165.579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zfp459",9.12858,18.9803,12.7647,8.55087,15.7485,11.6937,4.48512,212.392,1.14771,10.1522,7.26527,13.4924,0,6.34656,7.16967,3.64704,5.04707,10.9974,0,15.9249,0,9.37225,31.4311,14.6176,12.617,15.4354,9.29745,12.1559,42.2437,35.611,0,18.6757,4.24178,3.38628,14.7991,4.57466,15.4984,0.0416845,6.53119,5.39439,66.4747,1.90774,0,13.8635,11.8098,5.69113,75.008,51.5358,6.08899,9.02549,15.3217,16.8242,8.47531,38.3939,14.4962,12.0686,6.97887
"Zfp46",34.0405,55.959,23.8912,28.5413,19.6096,0,6,359.589,4,5.25169,0,3,1.00048,1.00109,99,0,0,27.9881,1,0,0,3,122.131,9.75855,17.4465,16.9559,0,22.0143,1.00001,0,0,69.4317,5.39555,5,25.9432,0,2,0,11.4972,27.1325,1.06281,0,5.82076,12.7372,369.7351,0,17.6027,1.00021,79.63303,9.00571,5,2.813,2.5264,0,0,0,10
"Zfp462",3,1,0,62,0,0,10,27.00002,124,3,309,6,2,39,0,0,176,0,0,0,42,8,0,221,35,2.000002,1,57,1,0,22,53,11,10,3,21,21,1,47,84,997,1,72,7,0,49,66,174,4,24,143.99985,64.00001,49,6.51143,9,2,48.00001
"Zfp467",0,0,17.0281000455662,2.013890510998,0,0,0,0,0,8.088930217815,0,0,0,1,0,0,0,0,0,50.59260474922,0,0,0,56.003990111689,0,0,5.72418e-05,8,0,0,0,2.9585700716881,1.0012400613802,5.029930294809,248.8219,0,0,0,1.0641800361781,1.0056100489381,0,0,0,0,0,0.00274989,1.0046300153779,6.017950216002,0,19.00002,1.000230231987,0,3.2886700416742,0,0,0,0
