"","sample1","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9","sample10","sample11","sample12","sample13","sample14","sample15","sample16","sample17","sample18","sample19","sample20","sample21","sample22","sample23","sample24","sample25","sample26","sample27","sample28","sample29","sample30","sample31","sample32","sample33","sample34","sample35","sample36","sample37","sample38","sample39","sample40","sample41","sample42","sample43","sample44","sample45","sample46","sample47","sample48","sample49","sample50","sample51","sample52","sample53","sample54","sample55","sample56","sample57","sample58","sample59"
"Rpl19",18.2647,537.253,2535.66,1150.61,0,1455,1318.21,0,1296.96,0,169.918,1954.7839,1075.6743,9.8646,184.14600145903,783.385,61.5133,2658.78,231.456,1573.0722,515.88420626,623.165,396.298,23.279554615,1395.93,1621.9919,1503.881,1747.02,1702.15797,783.897,0,995.234,966.245,1091.75,1488.6228,4191.77,0,1257.28,0,1150.73,763.093,1265,296.863,657.788,31.7284,1133.8968,1851.07,1426.72,654.75943729,59,233.9999,1422.5322,29,75,243.0003,956.98,884.977,20.941,99.9871
"Rpl21",219.95409,755.287,190.3082,487.251,0,838.656,372.1393,0,381.9449,3.98682,37.85033,561.162,316.9363,0,392.9601,50.45793,425.6081,1073.775,210.0364,40.36583,497.6388,161.189,66.56157,457.6894,723.767,984.5732,521.1791,526.161,106.952,525.624,90.6653,677.751,683.998,960.464,780.987,1621.534,1.32095,225.9028,0,2081.569,691.333,409.9659,572.094,358.6633,0,392.8853,676.303,633.8424,1060.474,298.4885,286.3159,1107.937046,5.4458,571.51,299.1978,815.12969,198.5218,0,336.6934
"Rpl21-ps4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.50383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3126,0,0,0,0,0,0,0,0,0,0
"Rpl22",259.423,206.924,782.7233,20.000048,28,569.3941,182,0,87.63876,2.999997,0,81.6429,89.8655,1.14343,51.1647,460.67252,10.278,100,127.57,387.7231714354,119.834,105.973935,3.40767,12.416425,128.7770983,169.71381,193.99982,103.418,117,125.36811,6.89622,34.8618,22,211.922,211.311833,498.7822,0,237.9997,0,1,149.92642,99.892417,39.999953,0,33.8778,140.780458,159.776,22.138046,61,9.94409,91,340.94349,191.389,432.712282,27.3969,185.75,109.905762,4.999997,123.887
"Rpl22l1",20,125.64969,746.465,0,0,389.9996,152.9998,1,0,24.4366,41,364.9392,155.7345522,0,197.9997,177.652,0,433.3445,5.1538,119.9996,138.564,122,120,0,203.9999,102.554,252.9999,76,0,132.9365,1,382,0,141.452,341,960.582,16.2761,299,0,0,56.5702,129.689000695027,53.9477,19.3021,0,37.9824,133.7101,0,172.42138,259,98.358,0,0,9.57132,0,613.6014297,91.5077,18,17
"Rpl23",424.105,681.416,258.50963,38.2105,11.4358,519.125,460.714,12.3501,69.6592,147.304,135.802,1067.13,476.52537,49.8359,469.348,556.927,27.8205,757.797,45.4319,821.37491,376.736,35.705,1142.6,79.1029,516.587,749.354,265.739,507.89,455.313,492.581,72.4042,579.468,69.214,781.381,1463.97,480.389,5.59333,504.632,320.472,641.063,1144.79,687.82,191.927,37.0413,44.5757,418.191,484.795,531.311,213.139,236.825,126.996,1298.06,88.4377,375.857,533.82,1527.19279,339.22,27.3993,337.751
"Rpl23a",3982.28,1507.67,1561.42,1011.35,150.707,1203.1,825.474,60.3275,764.456,13,494.99,1128.36,523.52,1147.65,1658.55,1379.78,55.6614,1796.47,281.919,1915.24,1938.78,165.924,1921.17,236,1644.23,1026.29,1459.9,1107.23,1398.91,1045.36,28.095,891.853,19.0778,2102.82,980.618,2330.78,22,1240.64,47.3688,9.62988,554.004,1369.16,186,815.798,19.5017,1118.91,1786.93,1480.7,2214.46,575.47,460.531,1298.66,0,1890.32,4706.57,2937.73,550.93,8.99999,798.357
"Rpl23a-ps3",8.49265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.33856,0,0,0,0,0,22.5332,0,0,0,0,0,0,6.93105,96.905,0,1469.69,0,0,11.4119,0,0,27.6312,38.3701,0,0,0,0,150.025,0,0,0,0,0,0,0,0,0,0,0,0,1.09184e-05,0
"Rpl24",12.0015,992.439,749.659,636.413,513.554,1324.92,435,10.6613,1150.43,205,556.599,873.001,429.349,2125.54,1152.14,2080.74,0,1216.82,197.644,1565.32,1417.45,183.73,1114.49,144.311,706.142,1275.53,1179.85,792.566,1867.14,770.899,7.58819,913.594,14.592,1304.8,1042.77,1712.19,258.279,1237.85,2087.07,99.5199,1015.12,677.771,532.869,0,0,1137.24,1186.82,1107.01,715.171,52.5535,353.603,240.633,23.4381,1685.47,4674.07,1330.08,651.364,10.8296,461.616
"Rpl26",20,384.995,309.628,552.798,152.213,762.82603,866.725,15,314.647,12,754.411,1035.98,454.093,49,484.522,2126.6272,31,567.613,397.582,514.465,861.411,242.995,627.986,484,485.827,616.749,241.814,594.978,325.645,712.062,88,1130.32,7.49865,618.468,757.984,1075.55,4,1060.38,195.548,499.888,467.074,797.86,190.446,293.919,135,475.824,1196.9758,677.965,1403.86434,522,235,1019,75.0793,370.129,6755.67199,2778.07,374.068,43,654.55591
"Rpl27",148.62376,2.47695,88.77975,10.1278,0,36.7651,118.1704,2.65215,9.99232,0.674838,0,197.0226,6.66595,30.1139,14.16324,54.7043,0,8.61853,10.02344,10.0651,18.93545,0,1.77607,7.62867,12.666495,20.1624,9.84888,38.09323,16.25699,17.51789,0,192.22458,0,0,50.51584,6.53354,2.26279,34.7945,0,134.55568,10.052,256.9095,17.1412,0,14.8255,60.8865,62.6085,7.19205,13.6661,0,13.2106,16.56676,0,11.5394,0,156.203,52.0064,25.4805,52.9532
"Rpl27-ps3",958.958,517.469,420.635,766.613,3,501.816,396.946,17.3478,465.905,4.26986,103.851,581.217,526.081,1000.67,430.259,597.616,29,321.019,135.977,215.935,174.016,22.1387,230.224,176.251,400.167,273.791,232.67,1007.89,621.326,432.275,11.2556,748.076,0,233.801,601.264,366.4,1.27985,272.121,0,282.773,375.001,452.446,153.99,5,68.6076,494.632,552.866,117.808,694.078,66.5014,327.161,511.033,0,300.096,121.86,1350.51,321.136,798.926,328.289
"Rpl27a",2.55849,188.862,95.7366,17.4884,50.9878,139.915,55.911,0,76.3409,0,0,255.56,305.066,0,49.4221,300.051,0,72.5868,59.6796,281.521,120.127,112.418,100.876,43.8836,90.9412,130.252,184.951,99.0127,17.8322,141.602,0,654.452,1.44607,208.257,129.385,40.7961,0,111.497,2.5897,0,148.194,145.991,70.8896,28.0067,5.13056,179.208,245.797,178.924,4.95982,65.162,89.422,15.2681,1.47934,246.539,0,254.97,54.6444,0,32.7505
"Rpl28",287.713,49.3273,406.8141,190.858,5,603.7454,307.094,6.999996,306.632,70.07812,204.39048,763.59947,192.466,119.50572,60.90761,602.474,25.42013,420.838,8.607,271.32277,508.706,25.0577,495.103509,342.11,432.903,350.432,578.894,283.133,311.724,513.2311,332.33187,194.98817,602.225,449.0667,248.43922,732.014,2,456.069,807.93045,82.8911,317.991,368.533,221.81053,2.115,3,107.089,368.50466,164.3308,1152.09,246.994,285.4396,31.7862,5,517.494,1657.58535,106.1183,188.661,2.22408,137.631
"Rpl29",368.5610083135,687.5457,654.6535,46.33045,43.39275,916.543,421.8236,14.64627,147.7057,6.22313,101.46661,388.465,458.698,256.0374,101.2653,933.0427,2.67151,333.643000792066,210.3561,208.5021,1032.2669,305.9815,304.171,236.7769,270.828,616.732,368.155,639.051,346.392,480.012,39.99997,520.523,0,834.1706,785.1529,351.34,103.534100157967,440.194,269.911,842.8919,70.3071,135.65936,126.2148,632.176,109.8349,719.8307,717.5094,641.07511,439.761,203.1112,164.4688,265.482,1837.821,409.775,100.8524,1692.2959,362.9404,6.38197,314.7978
"Rpl3",33.3891,792.634,754.744,16.6876,0,1811.13,1535.67,411.793,1422.38,957.435,653.369,3616.95,1059.22,375.91,205.77,5035.29,46.4285,1097.25,1503,4338.47,2394.85,181.851,218,163.62,2207.79,2340.45,2178.42,1224.44,1147.33514,1646.94,32.9668,1599.23,2607.35,1958.78,2125.43,3422.89,48,1398.46,31.7131,3.93415,1038.87,668.737,811.293,7.076,70.62,1127.42,3166.1,1103.28,1417.24,1439.16,549.159,1737.87,18,1769.94,5338.4,1366.14,784.04,279.593,938.871
"Rpl30",166.3062,154.7483,102.7097,0,0,175.9351,101.7164,2,49.2418,0,23.7116,168.8378,153.50955,0,107.9072,167.4396,0,153.2433,29.8296,43.43137,375.632,30.1544,137.0617,7.01642,151.4076,140.0796,75.8261,84.1058,13.99347,150.0623,10.8964,191.7968,0,172.3692,43.58955,428.543,6.00339,221.1874,4.03164,664.131,184.5742,155.9601,31.7666,0,53.4768,75.3576,444.6728,89.3565,27.657,66.8097,0,18.347806,0,95.9796,0,149.2311,115.1077,0,111.6877
"Rpl31",535.14381,295.4847,634.1216,203.45142,4.47447,261.1627,259.1495,2.8167,117.1,0,395.74276,293.69719,161.08263,0,434.054,635.90602,8.50338,484.8618,70.8816,195.41927,171.31727,143.12703,356.5908,263.3102,345.1428,344.8169,142.9623,566.7832,201.06642,243.2625,20,388.5638,28.40595,663.04657,327.7599,419.4488,129.5226,484.385,296.38884111,0.000107175,779.882,220.49578,95.13145,101.15137,40.49403627,149.57868,688.7872,255.9466,547.5197,291.8994,62.67943,586.9103,0,157.8073,69.55866,1079.7749,176.6364,6.67091,239.45875
"Rpl32",375.711,992.997,1848,394.942,3,1831.89,1362.93,44,687.885,238,64,2008.85,826.961,1101.96,868.906,3435.79,93,1834.85,257,1955.86,2087.87,637.945,988.902,560.897,1469.93,1609.9,1811.98,975.967,1432.83,1722.95,65,1824.74,11,2295.94,2129.95,3757.68,82.9749,1414.95,18,605.875,752.996,1076.87,265,47.9397,43,1543.92,1802.92,1414.94,3139.73,368.937,245,995.911,36,1617.97,57,3803.76,994.982,270,818.962
"Rpl34",307.6871,237.03659,319.7454,44.4024,324.8403,205.4282,342.7742,11.6321,59.63689,22.4967,158.25597,461.2512,137.8971,81.6839,253.16565,547.7091,13.63272,467.52029,109.791,465.06977,498.86358,73.31528,265.72505,15.3978,365.5148,264.59775,140.873,312.4676,154.07411,316.60902,6.33884,334.4226,79.6286,249.80379,308.37,584.3007,1.15734,196.20465,14.55304,1330.6844,200.3821,385.63384,194.55064,181.17512,0.000178329,422.74521,397.8915,445.48813,959.657,15.921,106.149,57.71811,0.000356805,115.85732,88.2191,122.98549,175.6312,1.83468,229.3465
"Rpl35",409.329,358.563,573.838,318.371,358.08,462.093,290.816,0,236.352,142.754,243.171,573.825,252.839,353.671,180.235,390.173,74.0121,571.842,120.413,569.942,396.721,70.8565,482.709,128.447,490.578,423.91,384.556,593.275,372.426,489.971,3.24518,529.601,1318.27,766.588,629.481,922.15,1.62915,545.694,196.151,44.5051,439.919,403.403,223.263,186.445,4.87469,423.055,792.925,428.827,386.726,165.98,150.825,251.032,12.9862,701.067,3030.31,1578.76,320.433,54.3593,308.88
"Rpl35a",155.596,474.46,729.735,697.635,57.9708,361.07153,235.13,0,365.284,29.7488,471.2483,248.6675,338.39706,254.558,686.05846,344.2509,40.7927,707.52052,43.79253,1073.96,416.3281,54.3825,579.2969,621.91083,417.1261,364.7851,361.3678,474.6563,164.927,296.7224,72.4302,406.637,4.80117,384.9269,132.355,833.83414,564.73562,398.3827,1133.33,755.178,210.6992,283.7673,225.0182,546.15821,29.52965,318.92694,709.867,298.836,975.76355,239.843,425.454,351.871,720.278,749.84622,1694.56,1718.263,215.5843,667.234,248.286
"Rpl36",346.332,1015.68,314.907,234.508,83.3151,671.696,822.551,60,364.337,510.673,811.943,669.608,116.232,197.11,595.843,944.713,440.464,932.815,231.624,587.442,972.222,181.509,280.59,1097.02,466.301,535.161,332.002,872.719,743.585,720.479,168.679,568.074,144.79,1003.93,521.463,826.597,41,659.579,70.8757,3,446.783,577.878,433.39,0,95.0023,576.248,864.551,611.723,1056.59,343.02,463.637,579.065,6.36265,425.488,300.672,2047.73,384.47,0,383.922
"Rpl36-ps3",57.0348,127.92,46.5813,29.5597,14.4159,83.7106,99.5217,0,74.357,93.0843,82.4447,106.457,20.7679,32.1891,88.7639,109.534,4.23153,91.2997,16.9612,61.1487,128.497,39.4914,43.7135,119.266,69.7205,50.1379,32.6106,74.0135,86.583,87.1318,0,93.0762,22.2097,134.558,99.883,128.827,0,71.692,3.12427,0,75.0298,88.8626,59.7972,0,1.78796,87.4737,145.965,101.542,73.4256,21.4652,47.0054,33.2443,0,46.9841,46.3283,253.351,41.2079,0,48.3511
"Rpl36-ps4",0,0,0,0,0,0,1.00388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00117,0,0,0,0,0,0,0,0,0,0,0,0
"Rpl36a",4,732.549,580.215,373.922,42.2181,324.765,187.982,6,35,141.522,45,533.789,300.962,67.9942,256.996,1240.04,26.7649,506.231,52.4324,205.503,980.112,112.826,324.274,66.9159,227.217,236.798,317.316,474.5,359.539,278.035,11.7344,392.583,0,504.961,693.127,728.814,552.999,517.304,466.244,162.558,208.896,303.426,35.2305,56.9582,25,385.267,777.81,379.273,231.835,147.47,156.484,1092.17,22.9416,101.584,12,2104.27,297.232,9,271.406
"Rpl36al",46,288.0005,80.69068,2,8,166.99989,207.00026,4,73,7,247.00048,113.99979,34,4,542.99969,291.99969,1,39,22,207.9997,145,92.99998,161,60.00003,103.45631,99.00003,59,361.99962,118.00015,167.00029,28,69.00004,2,415.99952,2,198.99992,156.9996,87.99997,5.99996,497.242,116.92664,340.082,29,2,5,142.00003,127.9997,3.98936,15.7921,0,55.2711,591.99983,0,80.00005,0,516.9996,138,2.06414,268.74784
"Rpl37",471.002,500.413,577.374,272.695,191.922,607.131,356.447,1.31698,286.447,73.1896,306.819,547.397,302.389,156.832,367.676,974.739,12.2976,838.733,106.631,455.849,694.076,128.78,499.965,80.6859,456.481,358.725,355.884,590.9,230.559,427.52,48.5277,492.163,809.735,717.119,257.592,807.108,70.5444,683.907,515.853,1258.45,481.755,478.161,170.682,199.344,117,571.424,922.553,564.517,565.379,179.638,302.986,847.549,2.79521,551.438,2865.6,1971.77,310.258,121.332,248.657
"Rpl37a",1261.88,408.666,706.916,485.488,265.672,858.876,456.008,9,268.698,0,363.565,634.154,347.414,448.488,601.163,612.297,86.1523,943.118,245.034,629.753,729.736,298.533,621.822,576.652,613.637,830.043,325.311,675.322,768.208,521.342,239.124,495.136,158.615,581.653,628.3,1357.81,34.1499,560.784,318.94,37.0472,572.287,583.391,270.218,93.9908,22.3705,337.189,717.173,491.229,922.32,381.146,237.358,303.198,1167.61,432.946,3012.91,912.955,491.996,10,317.831
"Rpl38",696,730.99907,195.00028,155.6989,71,581,192.9997,39,147,76.9405,272.0001,533.96358,349,254.0001,441.9996,201.0001,135.9839,451.9851,136,441,308.99961,416.0004,418.752,169.9999,279,555.0002,303.0001,523.99996,132.537,183.6261,165.9995,385,76.79804,329,192.8771,326.9997,20.99998,377.9995,948.744,430.643,242,415.99969,94.9514,63,124,171.9998,270.9997,298.6517,131,200.00037,203.7216,574.996,1055.52696,303.00033,734.5757,2064.65609,151.1193,52.99999,227.99978
"Rpl39",64.3157,630.335,145.552,90.518,122,381.924,221,3.87062,130.994,5,236.924,404.258,189.296,248.748,191.623,395.893,11.935,655.595,42,482.367,570.324,30.4453,277.032,243.526,235.96,235.614,366.835,340.358,430.818,264.742,142.314,300.703,1481.5,131.458,281.277,470.635,40.0645,302.632,432.297,3,322.709,396.782,93.1889,75,63,208,263.423,200.43,710.829,130.15,148.317,607.85,1.9936,264.334,0,439.909,87.3186,0,242.638
"Rpl39l",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rpl3l",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rpl4",159,1967.72,710,1366,52,3495.73,2355.74,19.9434,1260,30,885,4737.72,3020.13,242.941,115,8194.96,128,4631.76,695,4377.87,1576.75,30,668,439,3809,4163.75,3363.19,1289.87,3544.77,2062.36,56,4332.09,3745,5452.18,3054,6608.89,31,1792.8,989,21,4757.8,1618.75,626,1120.89,68,2440.73,4370.66,4830.78,2391.87,1578.87,1521.85,784,8348.56,4576.88,503,1242,1870,81,670.869
"Rpl41",610.6676,2025.2585,2325.086,736.84352,644.3896,2438.5672,1488.1791,30,864.476,467.2924,926.2405,1816.8967,1799.345,882.633113,1290.17,2606.973,253.059,3291.543,656.89743,1969.2535,2790.355,459.78343,1482.6027,991.419,2218.367782169,2074.2023,1308.7641,2398.084,1870.186,1321.98470010774,137.22624,1604.378,592.379,1812.4762,1390.9849,2792.5749,75.1146,1696.6269,421.576411598,2987.689,1547.60303017288,1868.21831,645.4042,1016.0835,184.8962,2076.627,2507.5793,1783.753,1170.253,415.42078,511.179,1003.367,13.954417051,2043.443,3071.81124,3432.256,1213.8046,1248.8467,677.58937812
"Rpl5",0,119.868,0,0,0,0,32.7148,1.15181,0,0,0,2.94978,0,2.30552,10.0147,2.44181,0,3.08294,4.22245,9.38758,1695.8,0,3.8255,0,0,1.59236,0,0,2.22328,0,1.86708,0,0,23.1255,0,82.0544,1.86307,3.55733,81.5717,0,0,1.80352,0,0,0,0,16.1735,0,5.68188,3.59622,0,0,0,0,0,0,0,264.408,0
"Rpl6",71.0952,1388.3,915.766,1436.13,0,1006.62,607.822,16.8682,281.306,16.6102,694.671,2006.68,224.649,213.122,693.015,2931.3,17.665,2691.43,318.116,1425.58,2268.53,172.334,1131.13,178.767,727.946,1394.88,366.516,1299.12,835.664,820.138,41.9764,1167.49,4813.85,900.814,1181.39,2135.6,0,1240.28,2109.43,203.422,1187.86,1230.35,301,7.83516,5.08931,840.228,1198.53,1289.75,3169.4,299.86,267.689,32.5446,117.068,1013.72,16.5696,761.86,652.928,13.7423,620.995
"Rpl6l",0,14.6575,0,0,0,0,0,0,2.5359,0,0,0,0,0,2.52032,0,0,3.085,0,3.98596,4.68966,0,0,0,0,0,0,0,0,0,3.0829,0,0,0,5.64362,2.43215,0,0,0,0,2.17646,2.60116,0,0,0,0,0,2.02422,0,2.13998,0,0,0,2.27675,0,0,2.65738,0,0
"Rpl7",312.859,2031.158,2466.247,2206.687,1032.006,2551.396,1432.98,23,1533.6102641,25.00005,487.2037,2653.268,2607.99,458.2317,1918.3469777,7041.19,17.968500152864,2822.04,487.98,3028.735,1700.82288775,74.2844,274.728,294.899,1329.713,2126.06,2092.327,2497.772,2669.999,1560.498,13.8975,2312.479,85.69640062,2535.439,2435.822,5226.974,82.8995,2111.315,193.999,104.7759,2005.117,1700.038,431.3503,107,453.018,616.9997,2090.198,3063.438,2433.308,1242.854,886.4847,8.77199,36,1957.27,1487.341,4074.641,770.332,407.255,880.66
"Rpl7a",27.8516,16.5567,1487.1,192.378,0,1487.35,144.73,13.5463,513.202,0,141.25,430.481,679.386,13.7556,57.9606,4207.23,29.7202,1319.35,454.749,470.446,88.3006,4.74258,812.467,856.224,674.338,1132.39,681.786,141.54,1446.27,478.109,4.82259,759.883,3.05253,662.815,844.01,1761.74,21.907,1086.74,4.90302,1195,223.045,1476.16,264.861,2.39147,0,432.349,955.515,874.673,16.0499,698.583,115.172,1521.52,0,1130.99,4154.61,205.932,353.101,0,569.75
"Rpl7a-ps3",0,0,3.24284,0,0,0,0,0,2.71125,0,0,0,0,0,0,8.64361,0,1.60904,0,0,0,0,1.48352,0,0,0,0,0,3.33615,0,0,1.53134,0,0,0,0,0,0,0,0,0,3.41327,0,0,0,0,0,0,0,0,0,4.43438,0,0,3.76196,0,0,0,1.40914
"Rpl7a-ps5",0,0,1.73889,0,0,0,0,0,0,0,0,0,0,0,0,0,1.88634,8.29371,0,0,1.85297,0,3.583,2.37486,0,2.1814,0,0,2.1336,0,0,0,0,0,0,2.36833,0,0,0,0,0,4.4995,0,0,0,0,0,0,0,0,0,3.15578,0,1.64448,3.03484,0,0,0,0
"Rpl7l1",816.368,8.13777,20.5135,4.69048,11.8015,501.082,9.91196,0,6.04187,9.6401,0,492.538,32.8502,4.99085,3.60913,5.44102,0,402.186,4.43564,86.7619,1.31666,5.83618,8.48034,24.8666,5.52883,1.13997,260.009,5.99437,2.96012,46.5628,7.3543,111.902,1.23522,41.2396,2.29453,33.0431,7.7649,158.407,3.39203,3.50254,12.4131,50.5983,11.1007,3.38051,5.72204,2.77775,54.4286,0,11.4832,18.5312,29.8499,0,0,4.76063,0,596.571,154.597,1.17166,32.7178
"Rpl8",136.2,255,519,857,75.5793,1383,820,61.7177,63,79.8263,915,1298,995,249,418.386,3499.05,28,3102,672,3022,980,188.582,87.3039,275.46,2235,856,1361,210.732,565.528,569,80.9331,1155,140.425,1902,236,966,3,1145,13,210.594,420,904,489,31,27,1873,837,809,306,710,1409,1899.79,32.0235,3213,617.291,166.59,337,210.859,657
"Rpl9",243.13,2454.94618,3483.98744,1018.37,2071.21856,1295.40504,824.85501,159.8979,1279.11192,2.99323,1594.63,2874.41389,1150.42835,2752.66567,39.61091,3945.78996024865,23.7218,3758.12313,440.913,1911.33892,2971.7136,576.408,2013.8,40.4338,2571.42,2234.78872,1334.95,1489.269,509,2127.08984,2.88545,3095.40879,5090.55495,3272.98173,1711.27613,2881.06905,10.0596,2466.92402,18.0402,20,2123.24339,1652.6773,952.41103,1168.65,0,1303.18276,3497.6603,734.10352,1828.57209,1748.24809,1227.78418,3233.27885,55.1973,1861.85575,71.7668,2875.14,1665.6162,28.07983,1280.68
"Rpl9-ps1",0,0.503995,0.503781,0,0.501628,0.501601,0,0,0.667452,0,0,0,0.503015,0,0,0.504172,0,0,0,0,0,0,0.505508,0,0.502742,0,0,0.501884,0,1.00327,0,0,1.50675,0,0,0.502195,0,0,0,0,0,0.0152115,0,0,0,0.501074,0,0,1.33822,1.02828,0,0,0,0,0,1.00668,0,0,0
"Rpl9-ps6",98.8701,0,0,0,0,0,0,0,0,197.436,0,17.3266,7.34335,11.6705,91.9513,35.862,0.00190248,8.99099,0,0,12.2637,0,0,209.752,0,0,0,0,0,9.75095,385.788,0,0,7.02377,0,0,0,0,0,0,0,0,12.1916,0,0,0,0,10.2195,11.2229,10.3299,18.1367,11.5456,18.8027,0,7.82434,0,0,0,0
"Rplp0",13.9977,285.541,721.764,7.86118,7.317,1975.302,455.1837,3.650818,173.103,39.0166,183.783,1714.036,753.276,981.4106,354.006,1627.244,48.1829,2325.93,108.971,1180.2814,801.5683,11.99873,115.674,543.997,1295.6,1307.678,1538.515,563.202000040032,1179.983,1166.952,18.9087,1193.934,16.73379,1763.192,1969.195,2308.12,19.7348749,885.65,86.2696,105.959,2198.476,1911.526,191.849,393.893,42.7804,1244.5755,1549.818,922.4793,3528.92,597.4844,893.001,184.66,16.2427,2135.14,4899.58,765.199,1027.2981,125.061,818.4154
"Rplp1",16.0392,361.772,882.798,302.877,9,959.583,513.756,15.7696,784.74,3.75062,346.47,641.483,669.622,627.744,751.636,600.76,25,1261.62,56.5251,1234.56,968.362,73.6248,594.409,377.377,774.649,607.723,845.939,704.459,476.51,536.589,67.1762,591.925,101.438,560.541,458.37,522.875,50.7324,737.428,336.733,16.3004,520.403,478.373,243.33,52.6905,33.917,536.454,1014.99,667.863,2120.27,288.365,72.5815,134.514,441.428,780.053,182.771,1892.48,823.087,0,285.698
"Rplp2",74.9591,874.999,369.097,4,119,618.861,390.902,26.9402,316.4546,17.9992,268.9997,496.413,434.873,259.30674,763.434,653.427,24.5289,923.566,125.6152,527.439,735.865,35.01696,201.1727,397.029,410.461,658.882,200.4863,528.9621,657.283,363.013,65.99998,506,40.5313,426.012,496.4198,597.604,5,414.683,7,28.35698,387.8233,414.389,251.2189,9.38819,273.828,566.2284,530.7407,321.645,221.2137,307.522,139.7925,1098.578,171.7209,423.144,4065.694,1192.529,487.161,128.996,380.4488
"Rpn1",0,1,12,102,4,477,92,4,3,121,0,3,1118,4,0,3,80,1,1,833,1,2,1,2,1,205,325,14,16,445,3,239,1,24,7,0,3,66,15,2,3,17,0,3,4,4,14,0,1,7,100,1,0,0,7,0,0,2,1217
"Rpn2",0,0,0,22.3393,0,81.0768,0,0,7.89248,0,730.245,0,23.1548,0,47.3065,0,0,442.899,0,0,0,0,0,0,0,11.5302,103.36,30,0,0,0,0,0,10.31372,0,0,8.10264,126.552,0,0,0,156.621,0,1.10156,0,98.4431,11.147687,0,0,87.4754,0,0,0,0,0,0,98.0363,0,172.67
"Rpp14",0,2,0,0,1,0,8.999998,0,0,0,0,0,0,0,0,0,1,416.9995,0,44.99999,0,0,0,18,6,1,0,0,0,0,0,0,0,0,5,482.0001,0,0,1,1.999999,0,1,2,0,0,0,0,0,5.999999,45,0,29,13,0,18.99998,20.00003,109,4.999997,0
"Rpp21",0,227.896,0,0,55.5515,0,64.1248,0,0,0,64.0504,0,0,0,0,0,0,14.9577,24.9876,5.44579,0,0,0,0,0,43.6635,0,0,0,3.73341,0,0,0,1,0,0,0,72,0,0,112.107,34.5895,0,0,0,1,0,121.283,0,0,0,0,0,0,0,46.7809,0,0,0
"Rpp25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rpp25l",1,2,0,0,0,0,227,0,624,0,0,266,0,0,0,0,2,1,0,0,0,0,41,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,4,0,1,182,0,1,0,0,0,59,1,1,0,0,0,241,0,0,0,0,0
"Rpp30",0,0,0,0,0,79,0,0,0,1,0,236,62,0,0,0,0,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,351,0,0,0,186,0,0,0,0,2,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0
"Rpp38",0,0,0,0,0,0,2,0,0,0,37,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,2,0,0
"Rpp40",0,618.4,0,0,0,0,0,0,1.18471,1.14167,0,0,0,0,0,0,0,0.879521,0,0,0,0,1,0,293.877,2.999995,0,0,0,0,0,0,0,92.133249,0,0,0,2.20757,0,0,31.9398,0.65997,0,1,0,0,357.85942,2.38639,0,0,0,0,2.79698,0,1,254.9192,0,0,0
"Rprd1a",3,17,2,5,15,370,9,1,0,3,2,2,1,9,1,36,1,94,1,1169,2,31,16,0,0,0,9,3,2,13,3,1,1,0,22,2,9,5,4,1,0,0,0,4,23,1,0,0,1,7,363,1,0,0,0,0,2,2,1
"Rprd1b",0.924006,0,0,0,0,179.7386,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.999251,0,0,0,0,110.99994,0,0,0,8.52591,0,0,0,108.8475,0,1.12075,0,0,0,0,0,204.3662,0,32.2092,1,0,0,0,0,0,0,0,146.99994,0,0
"Rprd2",24,0,0,8,2205,0,36,0,93.5366,2.55197,0,1,5.5085,0,311.823,0,0,8,1.00572,0,2.19046,0,85,0,0,0,0,36,0,0,0,242,0,0,1,0,4,0,0,1,0,223.474,0,0,2,0,1,20,0,1,0,0,1,0,0,2,47.7405,0,155
