"","sample1","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9","sample10","sample11","sample12","sample13","sample14","sample15","sample16","sample17","sample18","sample19","sample20","sample21","sample22","sample23","sample24","sample25","sample26","sample27","sample28","sample29","sample30","sample31","sample32","sample33","sample34","sample35","sample36","sample37","sample38","sample39","sample40","sample41","sample42","sample43","sample44","sample45","sample46","sample47"
"Ramp2",52.8745300200355,1.999827,711.428768619,1.06987,0.0962102,0,0,2,0.0678858,1.0818,0,3.65932,453.375,0,714.24237967,51.0664,1,43.98749,102,218.87303,84.505296,9.54593,0,0,13.7223,0.316368,0,0,171.122000467949,1,0,0,0,2,0,0,81.5841,2,79.3902,0,122.06895,6.0375,259.672,0,0.0976505,165.686,0
"Ramp3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,54.1284,1,68.9864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,2,0
"Ran",1627.37942,618.122,165.632,1854.935,398.869,7.41213,2588.005,1869.78373,1308.84,6.3546500121138,4,662.9902,1332.915,197,1201.48165,367.908,6,77,38.7536,2600.761,1654.0025,284,93.000000356222,387,335,557.1199,19,310.698,209,798.685,27,354.000000668368,6,1453,1435.7,438.000000026686,80.2797,164,2054.48,688,17.0000000298861,1189,396.867,730.824,839.938,2521.21,3408.0006
"Ranbp1",620.093,0,2,1,46,2,842.5,162.000000019241,84,2,136.5,492.14,342,143,326.5,1,1,48,69,155,275.4995,120.5,1.5,152.4999,204.4998,178.9998,2,84.5000000337219,157.0001,81.5,17.99996,43,1.5,199,584,101,84,15,735,1,16.50003,65.5,2,110.5,230.499624,280,44
"Ranbp10",0,0,0,236,0,0,165,112,0,0,2,1,339,1,0,1,0,309,3,56,0,0,0,25,0,0,1,22,41,0,0,0,12,0,49,51,1,0,0,15,0,1,112,1,0,45,0
"Ranbp17",5.63224,2.31561,0,2.23683,3.96771,0,3.57282,2.05572,3.8477,3.79641,6.86845,30.2547,2.19043,12.277,7.58537,2.50803,4.09993,0,7.37909,0,1.42891,4.90535,4.56149,0,2.08193,13.5051,0,19.6804,2.94295,0,0,2.59889,2.75323,0,0,11.7507,0,11.1461,2.82352,3.87165,8.4264,0,11.8605,8.63033,4.54848,16.886,0
"Ranbp2",241.695,1,1,184,296,1,21,171,1,11,2,143,300,68,11,131,8,103,552,16,423,235,47,14,7,13,0,397,813,152,9,2,4,0,124,4,3,181,205,1,5,36,87,283,26,430,415
"Ranbp3",0,33,757,1,1,0,761,84,0,2,0,44,0,1744,7,0,0,0,51,2,1,2,205,0,0,55,0,0,308,0,0,16,0,1,839,52,1,1,0,0,58,0,186,667,1,140,1
"Ranbp3l",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ranbp6",0,12,56,7,214,0,0,59,35,0,0,5,0,0,0,0,0,0,3,2,1.02038,0,1,33,8,0,39,0,3,0,20,0,0,0,3.00633,2,55,0,0,0,5,0,0,0,0,1,85
"Ranbp9",3,158,0,2911.81,3,1,454,1,1,1,3.98864,0,0,197.065,1,1,1,0,2.22927,0,11,245,0,95,0,0,4.4134,0,0,52,0,1,0,0,86,0,223.548,1.00566,33,0,1,0,1,5,66,69.7559,0
"Rangap1",88.04140166574,5.11999,1.00009,21.000000175597,0,0,597.33600162203,1.00367,15.3325000419122,0,4.55384,3.01525,1.00794,9.94662,543.339,38.8773,9.49785,7.00045,2.005510024948,738.97000657703,519.9200115269,74.71307894414,0,0,26.102315,4.06727,4.001010152526,3.0403800282797,9.25465,10.064200175829,1.00301,1.3247200713693,4.71185,0,62.11340195169,15.9966,8.19357,83.6635,42.05480233839,131.93900108483,18.360900989779,24.398100291755,0,3.1783600422683,8.93218,286.954,365.46700399646
"Rangrf",183.342,0,1,0,577.999,1840.64,0,706.22,0,0,0,325.54,37.5246,0,2.63337,0,0,139,0,0,291.338,0,0,185,144.416,215.153,0,2.23014,173.256,200.91,4,0,0,428.163,377.496,0,0,2.22896,0,1,0,0,0,312.212,375.519,2.48048,444.102
"Rap1a",1,48,1,14,2.44271,0,187,2,1,0,1,490.988,363,0,126,84,0,0,280,388,41,52,1,2,79,60,2,439,187,1,0,0,1,0,296,3.64794,410.895,161,0,37,154,344,0,1028,11,258,10
"Rap1b",143,304,178,0,7,2,59,4,925,55,4,599,286,3060,591,386,32,734,235,103,86,137,2,276,3,26,4,2114,5,217,2,3,6,408,439,147,26,308,1059,20,160,61,5,1065,1,242,274
"Rap1gap",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rap1gap2",0,0,0,0,0,0,0,4.43418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rap1gds1",32,718,2,1,2,1,65,81,1,0,1,1,0,1,19.999960914,112,2,0,15,563,0,147.0002,12,0,2,314,1,0,0,2,25,1,1,1,387,0,37,168,54,0,60,63,1,0,0,6,143
"Rap2a",0,20.0231,93.1196,1.04278,1.00075,2.02487,3.0436,1.10611,251.6488,1.00036,1.00609,1028.7011,0,3.27653,224.102,38.2518,0,544.115,47.52,1.10143,195.28,42.0246,5.00055,107.452,1.00077,0,1.00011,2.27571,21.7795,2.51416,2798.29,2.00203,1.01899,0,662.142,0,413.333,0,6.11539,0,5.00878,0,0,4.02818,0,114.656,3.06613
"Rap2b",179.91,397.488,68.173,6.99456,2,6,19.6378,185.333,171.034,3.24154,74,177.865,265,601.971,683.844,47.1301,10,23.9813,30.5963,97.6885,10.3027,86.7868,8.08668,6,24.5917,15.0269,7.46418,543,14,9.13144,41.6738,48.8004,8.40097,7,281.644,17.6205,234,161.722,132,43,44.8082,8,5.72844,101.943,3.27173,351.909,12.5887
"Rap2c",1,32,0,0,1,0,532,8,0,3,0,12,1,0,169,0,0,120,0,91,18,16,1,41,5,257,0,98,224,0,0,0,1,2,0,156,400,68,0,0,2,0,0,140,0,29,0
"Rapgef1",254.00032,3.10282,0,1.31884,2,1,220.29715,1,10.1231,5.02641,9.42773,0,472.3568,4.62044,131.9281,257.1638,95,1,0,11.03184,6,263.726,2,2.0922,5.19946,151.824,13.0419587,4.7352,47.23912,1,2,2,15.827782,0,1.0904,0,24.9674,27.42015,1270,2,238.381,4.99276,0,0,0,628.40999,1.9999993
"Rapgef2",630.497,551.99965,4.0000015,3,12.000016,27.000012,1554.99699,552.9998,1368.00463,12.9999651635,2171.003,205.999815,3.0000021,159.99997,955,1394.999,4.999997,2166.002,4.0000047,2.0000008,113.99992,321.9997,8,487.999985,307.999677,247.828,22.000041,4252.401,203.00037,4.000003,2189.0000220485,41.000034,39,9,1337.9995,530.9996,3.0000048,978,1071,1357.00160839,393.9996756,238.999700011866,1374.9988426,206.00039,488.27221,367.0001,6
"Rapgef3",0,0,0,0,0,0,0,0,0,0,0,1.68118,0,0,0,50.74746,37.238781796,1.66562,0,0,0,65.24207,0,1.00757,0,1.00832,1.24883,0,91.62507,0,0,0,0,0,0,16.0897,6.02326,1.40244,0,1.02365,32.11127,0,0,1.69073,1.71532,0,0.0517654
"Rapgef4",0,0,0,21.0144,0,0,0,0,0,0,0,0,0,0,0,1.23399,0,4.02413,1.04689,0,1.34027,0,0,0,1.32756,3,0,0,0,0,0,0,0,0,1.01351,0,1.0817,9.24949,0,0,4.00698,4.30149,0,0,0,0,0
"Rapgef5",2,0,24,0,0,2,2,1,2,49,0,0,2,13,360,320,8,0,0,468,0,41,1,2,0,0,0,0,26,0,1,1,0,0,0,0,0,0,7,0,9,21,46,1,4,330,8
"Rapgef6",78,40,0,1,4.25334,7.46597,33,1.06346,894.405,0,81,293.0003,109.969,1,84.00003,106.5376,0,13,373.8788,32.8788,177,121.4941,2,0,167.4583,6.37161,0,25.3684,0,120.99999,14,12.8233,8.52479,0,297.15986,175.195,652.1376,201.86118,2,4.24612,171.76967,186.0726,0,2.12188,121.0004,174,0
"Rapgefl1",0,0,0,1.00181,0,0,2.29508,0,0,0,0,0,0,7.19056,6.24281,0,0,0,0,0,2.55284,0,0,0,1.00593,0,0,0,0,1.01317,0,0,0,0,1.1065,0,0,0,0,0,0,0,0,1.00875,0,0,0
"Raph1",57.28591,856,210.9996,0,337,4,229.000428,0,1153.999,147,184,10.24905,14.999958,394,351.2619,645.99987,74.99996,29,39.000025,10,599,183.7283,112,670.68,24.00003,295,5.000005,2,103,131.9999,1074,40,197.00017,1.999996,254.000412,394,834.0003,377.99957,168.0001,5.000004,606.0001,14,34,804,2,324.96299,1
"Rapsn",0,0,0,0,0,0,0,370.9998,0,0,1.00000011,0,0,0,0,0,0,0,2,0,0,0,0,0,278.99953,0,0,20.2669,103,294.948,0,0,1.9999961,2.00000171,126.4992,1.00000028,0.99999965,0,0,1,0,0,0,56.09275,153,0,0.99999982
"Rara",6,0,1.00065,1,16,1.0002,0,0,0,0,0,4,1,1.15941,74.0361,18.02194,0,0,0,4,2,3.00352,11.0014,2,3.00645,10.0112,0,657.0981,6.36673,7.29403,1,0,0,9,204.4041,2.16977,1,16.2325,50.0144,0,9.48295,1,0,0,0,1.01512,3
"Rarb",42,0,2,0,457,2,0,0,0,0,0,2,3,21,8,0,4,0,24,1,249,0,0,197,2,546,0,1,61,1,922,1,0,0,0,1,2,7,2,1,0,0,0,0,2,18,0
"Rarg",0,1,0,0,0,0,1,0,143,0,1,10,3,66,28,91,1,0,9,0,0,10,0,0,0,16.00004,0,0,0,0,0,0,1,0,41,0,0,0,163,30,63,0,5,0,0,27,0
"Rarres1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rarres2",53,0,1,0,0,0,1066.58,0,373,0,3,435.34,429,0,0,0,1,98.8436,0,1,20,72,0,83.7964,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,1,12,216,150.372,0,45.9546,0
"Rars",432,1,0,0,1,1,35,4,607.01,0,0,0,0,0,82.8623,1.30369,9.37095,0,0,1427,354,78,0,112,616,165,1,1.49628,88,35,0,1,6,0,140.196,0,0,31,20.7841,95,305,243,0,0,6,0,222
"Rars2",0,0,0,0,0,2.38991e-07,2.88951e-07,0,0,0,2.25821e-07,0,0,13,107.688,2.12792e-07,6.25986e-05,0,0,0,2.28281e-07,0,3.02181e-06,0,0,1.56635e-06,0,0,1.53601e-05,1.54564e-06,0,6.02294e-07,0,0,9.02602e-05,0,0,2.35662e-07,809.448,0,0,67.6789,0,3.64689e-07,218.52,0,1321.96
"Rasa1",0,159.016,411.274,124.454,552.514,0,197.2,76.3966,38.159,1,0,298.167,6,0,23.9137,4,121,301.609,1.62095,1,198.142,176.683,0,64,47.8562,278.222,0,0,0,0,1.13078,2,0,3.39682,37,574.065,36.1955,7.05809,196.231,108.694,10.3368,53.1332,1,19.3767,0,179.873,0
"Rasa2",44.5376,30,0,0,0,38.6493,1.48885,289,269,1,1,42,448.857,184.799,23.511,1.00126,6,0,14.7573,0,311,0,4.47592,10.3556,3,186.83,0,0,14.7593,78,0,2.9812,1.48438,2.95597,160,404.873,33.8237,1.86483,0,1.13827,2.96026,0,1,0,176,1.34469,10
"Rasa3",0,11.9942,0,0,0,0,81.1027,23.6415,85.3363,0,0,0,0,1,360,0,0,0,0,110.729,0,76.0957,0,0,0,6,0,0,0,0,0,0,4,0,0,9.57445,0,293.729,16.1109,0,0,1,0,0,0,0,0
"Rasa4",0,34.2171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rasal1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rasal2",2.0038,9.6809,85.2214,0,0,1,4.0053,11.0042616,170.7601,252.066,7.00102,6.02927,6.003878,12.002,381.8511,12.0389,307.17427,2.00063,0,3.00456,13.4954,270.085,0,1.00066,242.521,9.00493,13.0005,1.30048,104.542,20.4893,1.00016,4,3.03204,3,47.0233,18.0017,1.34349,313.7484,2.000138,0,244.5197,52.0392,0,17.236144,4.00582,31.00587,320.01529
"Rasal3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.789,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,2,0
"Rasd1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,1,0,1,0,0,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"Rasd2",0,0,1.00066,5.00897,0,0,0,0,19.6134,0,0,4.01948,0,0,0,4.03758,0,0,0,0,0,1.09066,0,3.02449,0,0,0,0,1.00185,5.03954,0,0,0,0,0,0,2.14584,0,3.00381,0,1.37928,2.07495,0,0,0,0,0
"Rasef",0,0,89.000039,0,0,0,0,0,1.00000043,0,0,0,0,0,0,0,68.000035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9999997,0,0,0,0,0
"Rasgef1a",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rasgef1c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rasgrf1",0,0,3.79775,0,1.00592,0,2.20484,1.00286,8.68711,1.03223,0,2.05587,2.00599,48.4659,1.06718,5.17043,2.71046,2.00468,2.01873,0,0,1.06684,0,2.07222,2.0212,1.20041,0,0,0,11.0253,0,1.02784,1.0318,0,2.30367,1.03714,1.79517,9.62303,4.31116,0,0,2.21884,0,1.0072,3.7904,7.36434,0
"Rasgrf2",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rasgrp1",0,4.02156,0,0,0,0,1,0,0,0,0,0,6.01758,0,0,11.0703,0,0,6.02145,0,1.04722,8.01223,0,0,0,0,0,3.03877,0,0,0,0,0,0,0,9.03298,14.0954,26.2427,0,0,6.12464,10.0354,0,27.2878,0,6.00979,0
"Rasgrp2",0,0,0,0,0,0,210.99962,0,85.0441,0,8.9996,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197.0002,0,0,0,87,0,1,8.99886,0,0,0,0,0,0,10.999,0,0
"Rasgrp3",10.27257,0,0,0,1,1,2.54085,3.215466,1.001618,179.99989,1.000364,0,1,4.064934,1614.291,448.55,0,1.0009864,0,310.102,0,348.307,2.171766,3.085102,11.227554,0,4.995585,3.057417,409.109,1.01074,4.907065,0,0,1,1.471844,0,35.96349,3.99671,299.3292,2.627218,199.016,201.3177,217.0002,1.017939,0,195.7635,2.022798
"Rasgrp4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.665721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rasip1",0,0,912,0,0,0,0,0,0,53,0,1,0,2,1127,105,126,1,0,750,0,94,1,0,1,1,1,1,100,2,0,0,0,1,0,2,7,0,100,0,148,9,120,0,0,12,0
"Rasl10a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rasl10b",0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Rasl11a",0,0,0,0,0,0,1,0,119,0,0,0,0,0,0,10,0,0,228,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,0,0,0,0,0,0,0,134,0
"Rasl11b",0,0,1,0,1,0,2.29525,0,0,3,0,0,49.3681,518,0,0,0,942,19,18,132,83,1,106,91,0,0,0,0,8,0,20,4,2,4,456,156,2,0,0,110,158,0,36,211.28,0,0
"Rasl12",2,2.52102,1,0,0,0,0,0,1000.0863,1,0,0,0,1,1.00673,0,0,0,0,2.00047,1.01776,100.6229,0,0,2,0,0,6.28978,0,0,0,0,0,0,0,0,0,8,0,1.00106,4.04068,0,0,0,2.00875,0,0
"Rasl2-9",0,0,0,1.06468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,1.02278,1.04857,0,2.04363,0
"Rassf1",616.0003,276.888,0,262,0,0,589.389,178.954,0,0,1,152.741,29,3.37517,419.693203,18.5013,0,0,112.928,109,204.418,99.7754,0,74.9576,0,0,0,0,0,80,0,0,0,0,22.8923,0,222.792,382.336,1001.26,53.9524,0,764.066,0,0,73.6986,41.6348,852.193
"Rassf10",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"Rassf2",93.78488,166.8997,0,44.0599,4.20885,0,22.11968,0,7.15318,0,10.0566,147.26471,8.00764,0,6.00239,130.40101,1.05017,22.0028,50.95001,35.1458,73.0524,48.262,0,2.00367,5.00743,9.82684,1.00986,16.3494,5.243512,6.37641,1.00161,1.083987,1.05133,0,3.14394,6.18765,5.60579,175.3805,49.2611,9.81188,6.621723,0,0,2.07196,5.45195,44.19728,0
"Rassf3",11,0,18,0,37,2,1,113,0,0,0,4,0,0,27,97,0,0,0,13,46,5,3,0,9,1,0,0,1,15,333,0,3,201,0,0,113,0,1,111,24,2,0,11,313,0,18
"Rassf4",25,0,0,0,0,0,0,0,0,1,0,3,0,0,132,34,1,1,1,35,101,1,0,0,82,1,0,1334,0,0,0,0,0,1,0,0,0,0,0,0,0,120,0,1,0,0,0
"Rassf5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rassf6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rassf7",0,0,1,0,0,0,0,0,0,0,388,0,1,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rassf8",7,6.999996,24,4,36,0,378.9997,297.00014,708,13,0,0,14,82,0,0,2,47,18,0,315.99953,1,0,8,0,155,2,0,1,0,1,0,10,1700.99996,335,0,67,9,2,73,15,14,0,3.000002,80,2,0
"Rassf9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,25,0
"Raver1",212,8,0,0,65,1,2,3,186,0,0,8,0,512,144,6,0,240,17,2,60,18,0,20,0,1,0,0,69,124,0,140,9,74,0,25,0,1,223,0,0,105,0,3,0,0,50
"Raver2",0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,3,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,16,0,47,162,0,0,14,0,0,0,1,0,0
"Rax",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rb1",26,125,0,0,0,0,9,0,0,9,0,38.8464,0,0,118.356,44,0,0,6.30629,0,1,44.9112,0,0,14,0,1.04799,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,1,0,22,1
"Rb1cc1",9.89276,63.24878,1,2,1.65782,7.9666,442.3786,1,141.3952,0,0,0,0,0,0,0,2,211.6442,95.6109,5.49931,382.9996,0,0,0,0,2.67518,15.9163,133.6844,1.58176,1,2,14.38,77.823,0,1120.579,440.05417,3,25.2969,213.23246,1.37644,0,0,90.46324,88.2134,134.77874,0,0
"Rbak",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.6908,0,0,0,0,0,0,0,0,0,6.45029,4.43153,13.7263,0,0,0,0,0,4.22659,0,0,0,0,320.698,0,0
"Rbbp4",999.111,16.9824,2.79233,30.8718,823.881,5.78353,1130.43,695.445,681.99,54.6581,755.046,11.856,7.65455,666.71,174.617,550.175,26.4164,0,8.47312,173.333,623.703,317.479,22.2858,157.652,31.1724,101.55,21.6242,166.481,162.49,146.994,39.1458,8.80118,107.509,5.76878,1060.75,47.2673,301.818,44.0712,1126.42,315.502,49.5264,303.585,1242.99,243.031,27.2028,738.993,266.607
"Rbbp5",0,0,0,0,0,1.999999,4.432392,0,0,0,0,1,0,0,24,0,0,0,3,0,0,2.19454,0,0,0,4,2.92014,0,0,0,1.999999,6.000004,3,1,0,0,108.00015,3.000002,2.999999,4,0,0,0,0,0,2.18929,0
"Rbbp6",447.000309,166.9997,25.99999,466,2,10,387,109,67,196,2,1,107.249,620,571.932,242,57,503,585,12,93,78,1,6,80,3,74,19,30,1,24,7,1234,764.000290276555,549.9998,38,209.00033,47,2,544.3942,80,54,3,400,100,202,110
"Rbbp7",595.8167,276.9997,400,550,573,13,420.9996,437.9996,1103.935,5,67,1383.211,46,0,748.9999,112.00012,2.000001,2546.73976722,15,867.00015,495.9302,95,59,37,577,1161.0001,32.00006,107.4171,55,240.0001,125.00024,246.99963,72.00004,151.9998,1821.99718186,1348.84390001773,494.0001,116,48.00002,1551.996771975,65.99998,1070.9996,5,2556.0016,72,567.9113,2537.00000001091
"Rbbp8",0,61,40,0,0,0,61,5,642.0001398,0,0,1,232,0,64,308,0,0,0,0,0,0,0,0,1,0,5,4,0,0,49,0,0,0,61,36,6,230,1,0,2,0,0,0,0,49,0
"Rbbp8nl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rbbp9",187.863,0,0,21,0,1,425,0,121,3,0,58.5203,60,1,0,94.9791,1,1971,0,0,515,208,1,20,82,2.78266,7,0,1,3,0,1,0,0,49.6993,30.5916,362,29,0,1,0,0,4,0,0,1091,0
"Rbck1",124.715,0,0,0.36084,0,0,45,234,4.99988,0,3.46739,0,0,0,0,11.6646,0,0,2.99925,643.848,0,0,0,0,1.999999,0,6.64735,165,0,0,0,0,0,0,255.184,2.6224,0,0,2,0,458,0,462.163,92.0000100533101,0,107.23,0
"Rbfa",0,1,0,0,0,0,17,0,0,0,0,0,0,0,0,0,1,0,29,0,57,0,0,73,0,0,0,30,87,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0
"Rbfox1",0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,42,7,0,0
"Rbfox2",3.999998,5,133,175.999835406227,341.0004,1.999997,406.0002993,45,179.0001,27.99997,1,69,107,1070,355,301.00000126,68,559.9998,228,4,9,20.00002,18.99996,0,41.99997,499.99955,40.00003646,3.000002,107,82,17.99999,5.000003,1304,14.00002,640,289,152,357.0001024,3.000004,137.99997842,46.00004,108.000000066377,1,188,6,44,1471.0018
"Rbfox3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rbks",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rbl1",28,0,0,0,0,0,130,0,0,0,0,0,0,358,3,0,0,1,0,0,15.5618,563,2,1,0,0,0,0,0,3.53229,0,0,0,0,104,0,0,0,28.4562,0,1,0,0,0,1,269,0
"Rbl2",0,81,0,0,0,0,84.2865,0,0,0,1,0,0,0,193,0,0,1.55237,190.814,0,0,0,0,0,0,0,0,0,3.83736,0,0,0,0,0,0,39.6344,0,0,0,15.5366,0,0,1.31283,123.361,18,0,0
"Rbm10",33.0845,1,212,0,0,0,8,0,0.27613,44,0,757.47,1,5.92255,0,0.592096,0,656.641,0,748,2.96638,0,0,2,32,21,0,5,190.617,76,0.272697,9,6.0044,13.0405,0,1.7902,92,0,1,120,153.872,276,0,424,4,0,0
"Rbm11",2.95954,0,1.07609,0,0,0,0,0,1.0662,0,0,0,0,0,4.2531200122881,5.30622,0,1.02828,1.0666,0,1.13467,1.25093,0,0,0,1.21872,0,1.13948,7.35243,0,1.24684,1.13065,5.32438,0,1.13517,7.7136600105425,0,1.12436,3.3188200112426,0,0,0,0,0,0,0,0
"Rbm12",0,6.0000007,0,83.999989,55.5992,0,241.562766,1.00000016,0,0,0,3.9999996,0,2,0,76.5677600146381,0,0,0,0,0.99999968,271.426703,0,9.99999653,3.2721,0,1,1.99999696,0,1.00000014,298.999749,0,0,0,0.9999998,0,10.6029,10,0,0,1,0,0,79.000033,0,12.0000289,0
"Rbm12b1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0328,0
"Rbm12b2",1,0,3,44,1,0,1,0,0,0,0,10,0,1,0,0,36,310,111,0,0,107,0,6,0,0,2,0,25,0,0,1,0,0,0,0,0,4,0,283,0,0,0,1,70,5.96722,0
"Rbm14",5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,416,0,4,0,103,77,1,0,1,2,3,0,4,0,0,1,1,175.0005,0,0,0,0,1,0,0,0,0,0,0,10,0
"Rbm15",611,69,139,122,85,0,234,80,47,11,0,94,155,5,55,36,2,118,28,546,157,147,1,58,88,100,8,53,111,14,103,1,3,1,284,153,188,309,187,0,19,23,76,1157,101,80,204
"Rbm15b",0,0,28,1,0,1,68.7772,1,1,3,3,0,92,3.000001,1,300,0,2095.99,1,0,9.03007,0,0,11,0,50,1,1,18,1,0,0,0,1,507,1,108,0,5,41,8.48418,2.02042,0,63,0,256.9376,8
"Rbm17",70,0,1664.33,0,2.420103,0,151.943,0,0,1,0,290.61,46.24947,592.043,51.518,0,1,62,1.2625,0,0,18.3694,0,0,0,6.155,3,15.0306,29,0,2.886988,0,2,1.26864,196.144,0,5.93216,105.582,112,38.4022,1.27294,1.53171,1.25284,0,0,297,1134
"Rbm18",1.04147,2,1,183.3784,419.6422,0,1,653.6393143,156.893,1.30518,4,1589.3828,2,1,0,3.86416,1,818,4.43266,5,63.1865,21.8545,472,477.9363,0,48.83108,5.999995,1.03164,32,1,0,378,0,34,5,17,0,14.24605,1.21862,30.00003,308,1,2892.947,15,1604.943,3.079447,627.404
"Rbm19",0,68,0,1,2,0,2,0,1,0,0,135,102,0,0,0,0,23,0,0,0,0,0,43,1,16,0,0,2,65,0,7,1,1,0,53,0,0,44,2,5,0,0,0,0,38,0
